"Date","ProductID","ProductName","Category","QuantitySold","PricePerUnit","TotalSales"
"2021-06-01","P113","Product_20","Beauty","6","444.96","2669.76"
"2022-05-08","P189","Product_8","Clothing","15","346.76","5201.4"
"2021-08-21","P191","Product_2","Clothing","16","200.47","3207.52"
"2022-02-08","P173","Product_15","Beauty","13","382.36","4970.68"
"2021-10-06","P148","Product_11","Clothing","8","498.34","3986.72"
"2022-06-07","P126","Product_14","Home & Kitchen","1","10.55","10.55"
"2022-11-27","P168","Product_15","Clothing","6","415.75","2494.5"
"2021-05-06","P147","Product_6","Home & Kitchen","11","169.87","1868.57"
"2022-08-05","P126","Product_16","Electronics","12","376.06","4512.72"
"2022-08-04","P119","Product_18","Beauty","7","126.15","883.05"
"2022-02-21","P158","Product_4","Clothing","2","108.89","217.78"
"2023-10-27","P108","Product_8","Electronics","14","406.7","5693.8"
"2022-07-01","P169","Product_11","Sports","16","386.02","6176.32"
"2021-08-19","P148","Product_17","Sports","16","407.5","6520"
"2022-10-06","P195","Product_11","Electronics","12","381.1","4573.2"
"2021-11-18","P115","Product_12","Electronics","4","56.97","227.88"
"2021-11-07","P164","Product_19","Sports","10","442.61","4426.1"
"2021-09-02","P123","Product_14","Clothing","5","195.03","975.15"
"2023-06-24","P166","Product_11","Electronics","18","117.64","2117.52"
"2022-12-16","P114","Product_18","Sports","6","288.11","1728.66"
"2023-07-13","P157","Product_18","Clothing","15","179.47","2692.05"
"2022-10-26","P126","Product_3","Home & Kitchen","9","357.84","3220.56"
"2023-10-21","P122","Product_17","Sports","4","350.36","1401.44"
"2023-07-01","P193","Product_18","Sports","6","426.55","2559.3"
"2023-12-29","P195","Product_10","Home & Kitchen","4","496.84","1987.36"
"2022-01-15","P140","Product_5","Beauty","7","401.79","2812.53"
"2021-01-03","P194","Product_12","Beauty","2","79.36","158.72"
"2022-07-22","P120","Product_8","Beauty","10","383.69","3836.9"
"2021-08-01","P176","Product_16","Sports","13","287.78","3741.14"
"2021-02-17","P100","Product_5","Clothing","6","285.96","1715.76"
"2022-11-17","P189","Product_9","Sports","3","175.25","525.75"
"2022-09-28","P191","Product_3","Home & Kitchen","15","88.76","1331.4"
"2023-06-01","P138","Product_5","Clothing","6","94.8","568.8"
"2021-05-28","P155","Product_11","Electronics","4","38.22","152.88"
"2021-03-23","P153","Product_3","Home & Kitchen","16","404.62","6473.92"
"2022-08-27","P105","Product_9","Electronics","2","374.53","749.06"
"2022-03-26","P124","Product_18","Clothing","11","429.8","4727.8"
"2023-08-29","P171","Product_2","Electronics","8","355.03","2840.24"
"2023-12-08","P109","Product_1","Beauty","9","92.22","829.98"
"2021-11-06","P163","Product_15","Electronics","18","370.62","6671.16"
"2022-11-01","P122","Product_3","Home & Kitchen","8","283.35","2266.8"
"2021-01-05","P194","Product_2","Electronics","8","63.25","506"
"2023-08-11","P129","Product_12","Electronics","10","453.51","4535.1"
"2021-12-23","P158","Product_18","Electronics","2","452.14","904.28"
"2022-09-20","P188","Product_2","Beauty","18","317.65","5717.7"
"2023-08-13","P192","Product_14","Sports","11","215.62","2371.82"
"2023-01-24","P159","Product_18","Clothing","13","126.58","1645.54"
"2023-02-06","P101","Product_17","Home & Kitchen","16","57.82","925.12"
"2023-07-21","P150","Product_9","Clothing","3","404.94","1214.82"
"2022-10-23","P114","Product_1","Clothing","1","483.71","483.71"
"2022-09-19","P133","Product_16","Sports","6","16.88","101.28"
"2022-09-22","P127","Product_8","Beauty","1","244.89","244.89"
"2021-04-05","P174","Product_3","Beauty","18","61.96","1115.28"
"2022-04-27","P149","Product_18","Electronics","15","215.08","3226.2"
"2021-10-01","P124","Product_1","Home & Kitchen","5","294.5","1472.5"
"2021-09-17","P111","Product_7","Home & Kitchen","5","220.26","1101.3"
"2022-05-13","P112","Product_11","Beauty","13","18.44","239.72"
"2021-07-09","P115","Product_12","Home & Kitchen","13","494.04","6422.52"
"2023-02-22","P151","Product_6","Beauty","5","463.64","2318.2"
"2023-08-26","P195","Product_17","Clothing","16","388.46","6215.36"
"2022-11-29","P193","Product_5","Electronics","6","206.33","1237.98"
"2021-09-05","P192","Product_13","Beauty","14","347.85","4869.9"
"2023-06-13","P126","Product_2","Beauty","8","357.79","2862.32"
"2022-08-29","P139","Product_15","Beauty","15","176.72","2650.8"
"2021-12-20","P101","Product_4","Electronics","6","29.45","176.7"
"2021-07-15","P114","Product_19","Sports","8","314.93","2519.44"
"2022-02-01","P146","Product_15","Sports","5","474.56","2372.8"
"2021-01-28","P167","Product_20","Beauty","16","376.42","6022.72"
"2022-12-12","P128","Product_11","Sports","10","121.71","1217.1"
"2022-05-03","P172","Product_2","Clothing","6","282.35","1694.1"
"2023-01-16","P103","Product_6","Beauty","2","201.21","402.42"
"2022-06-25","P149","Product_10","Electronics","1","277.79","277.79"
"2023-03-01","P104","Product_6","Electronics","2","364.79","729.58"
"2021-12-07","P117","Product_17","Electronics","10","248.49","2484.9"
"2022-05-01","P113","Product_7","Sports","3","457.03","1371.09"
"2023-06-01","P117","Product_8","Clothing","17","349.14","5935.38"
"2021-02-14","P188","Product_20","Sports","19","182.64","3470.16"
"2023-02-03","P109","Product_13","Beauty","11","310.04","3410.44"
"2023-12-17","P157","Product_5","Sports","17","233.13","3963.21"
"2021-08-02","P147","Product_7","Home & Kitchen","18","398.1","7165.8"
"2022-02-26","P127","Product_11","Beauty","9","13.65","122.85"
"2021-11-18","P179","Product_20","Electronics","18","296.93","5344.74"
"2022-08-04","P121","Product_15","Sports","18","21.51","387.18"
"2021-01-25","P188","Product_2","Clothing","6","489.87","2939.22"
"2022-03-22","P190","Product_6","Electronics","10","258.69","2586.9"
"2023-08-27","P187","Product_12","Beauty","7","146.61","1026.27"
"2022-11-02","P134","Product_14","Clothing","13","64.24","835.12"
"2021-12-19","P110","Product_4","Sports","7","177.43","1242.01"
"2021-01-11","P183","Product_4","Home & Kitchen","16","320.7","5131.2"
"2021-12-09","P187","Product_19","Beauty","2","486.72","973.44"
"2023-08-05","P153","Product_14","Home & Kitchen","15","56.26","843.9"
"2022-08-25","P141","Product_12","Home & Kitchen","6","113.02","678.12"
"2021-07-26","P191","Product_15","Electronics","10","145.7","1457"
"2022-01-29","P137","Product_18","Sports","6","385.34","2312.04"
"2023-09-15","P183","Product_20","Beauty","7","48.7","340.9"
"2023-06-16","P140","Product_11","Sports","12","448.25","5379"
"2023-05-11","P172","Product_4","Sports","17","117.3","1994.1"
"2021-11-06","P170","Product_12","Home & Kitchen","19","361.83","6874.77"
"2021-07-14","P197","Product_2","Home & Kitchen","17","382.67","6505.39"
"2022-08-30","P114","Product_15","Home & Kitchen","10","447.61","4476.1"
"2023-05-28","P187","Product_12","Home & Kitchen","11","111.69","1228.59"
"2023-10-26","P130","Product_10","Electronics","10","364.4","3644"
"2023-01-17","P124","Product_17","Home & Kitchen","10","183.01","1830.1"
"2022-07-16","P151","Product_5","Home & Kitchen","8","200.26","1602.08"
"2023-11-13","P152","Product_10","Sports","11","259.07","2849.77"
"2022-12-31","P118","Product_4","Home & Kitchen","12","74.28","891.36"
"2023-08-10","P176","Product_14","Beauty","8","185.78","1486.24"
"2021-07-29","P109","Product_4","Home & Kitchen","1","470.84","470.84"
"2021-02-17","P195","Product_17","Clothing","1","98.51","98.51"
"2023-07-20","P130","Product_3","Sports","3","164.43","493.29"
"2022-09-08","P128","Product_19","Clothing","16","405.57","6489.12"
"2023-10-19","P137","Product_6","Electronics","9","132.49","1192.41"
"2022-10-20","P191","Product_4","Home & Kitchen","16","90.75","1452"
"2022-06-20","P195","Product_7","Beauty","15","103.35","1550.25"
"2022-04-27","P155","Product_6","Beauty","3","492.98","1478.94"
"2021-08-10","P136","Product_8","Electronics","4","212.52","850.08"
"2022-03-27","P152","Product_19","Clothing","2","204.02","408.04"
"2023-02-14","P106","Product_14","Sports","11","380.94","4190.34"
"2022-02-09","P180","Product_10","Electronics","5","40.74","203.7"
"2022-09-09","P107","Product_10","Clothing","1","93.07","93.07"
"2023-07-19","P150","Product_1","Sports","19","362.74","6892.06"
"2022-01-10","P150","Product_15","Home & Kitchen","7","166.63","1166.41"
"2022-12-19","P135","Product_2","Home & Kitchen","13","353.82","4599.66"
"2021-11-10","P103","Product_7","Beauty","16","21.2","339.2"
"2023-12-13","P151","Product_15","Home & Kitchen","17","299.28","5087.76"
"2021-10-11","P113","Product_15","Sports","19","276.68","5256.92"
"2023-02-11","P100","Product_1","Electronics","14","80.98","1133.72"
"2022-12-10","P114","Product_3","Electronics","2","68.18","136.36"
"2021-02-28","P172","Product_5","Home & Kitchen","4","464.8","1859.2"
"2022-09-29","P102","Product_17","Sports","7","257.46","1802.22"
"2021-11-11","P136","Product_12","Sports","8","34.45","275.6"
"2023-03-30","P105","Product_19","Home & Kitchen","17","82.79","1407.43"
"2022-03-31","P102","Product_14","Sports","3","339.55","1018.65"
"2023-12-09","P149","Product_9","Home & Kitchen","11","243.61","2679.71"
"2022-10-23","P170","Product_6","Beauty","3","302.85","908.55"
"2021-06-11","P179","Product_20","Clothing","1","234.55","234.55"
"2022-04-26","P171","Product_17","Beauty","7","463.5","3244.5"
"2022-02-24","P197","Product_2","Beauty","14","414.37","5801.18"
"2021-09-11","P118","Product_11","Clothing","7","490.27","3431.89"
"2021-08-23","P162","Product_11","Clothing","16","470.22","7523.52"
"2021-11-22","P112","Product_10","Home & Kitchen","6","367.06","2202.36"
"2022-04-23","P111","Product_5","Electronics","14","35.74","500.36"
"2021-07-22","P173","Product_10","Clothing","10","499.56","4995.6"
"2021-09-12","P106","Product_6","Electronics","14","241.93","3387.02"
"2022-06-24","P152","Product_18","Electronics","14","39.89","558.46"
"2021-11-21","P126","Product_12","Beauty","3","495.8","1487.4"
"2023-06-16","P131","Product_6","Electronics","10","289.48","2894.8"
"2023-07-11","P130","Product_8","Sports","2","234.91","469.82"
"2021-09-05","P100","Product_16","Home & Kitchen","14","19.7","275.8"
"2021-04-04","P109","Product_1","Sports","1","219.92","219.92"
"2021-06-12","P112","Product_15","Sports","15","99.8","1497"
"2021-07-16","P184","Product_6","Beauty","5","362.29","1811.45"
"2022-01-28","P194","Product_9","Sports","8","13.85","110.8"
"2023-06-12","P127","Product_13","Clothing","17","271.19","4610.23"
"2022-03-22","P199","Product_1","Clothing","10","31.42","314.2"
"2022-03-17","P183","Product_19","Clothing","13","360.27","4683.51"
"2021-10-16","P126","Product_17","Home & Kitchen","18","476.98","8585.64"
"2021-04-05","P156","Product_14","Home & Kitchen","5","31.23","156.15"
"2022-03-10","P147","Product_3","Electronics","17","60.51","1028.67"
"2023-06-09","P168","Product_6","Sports","17","262.64","4464.88"
"2022-07-31","P143","Product_13","Clothing","17","491.41","8353.97"
"2021-06-17","P190","Product_3","Home & Kitchen","4","211.61","846.44"
"2022-10-05","P144","Product_4","Home & Kitchen","9","311.63","2804.67"
"2022-02-09","P193","Product_7","Sports","3","383.21","1149.63"
"2022-06-04","P185","Product_14","Electronics","1","464.68","464.68"
"2023-07-15","P191","Product_9","Clothing","7","96.74","677.18"
"2023-05-22","P178","Product_5","Sports","18","456.6","8218.8"
"2023-03-26","P101","Product_9","Sports","5","316.95","1584.75"
"2023-08-30","P155","Product_16","Electronics","5","404.75","2023.75"
"2022-02-09","P149","Product_6","Sports","3","154.82","464.46"
"2021-06-17","P148","Product_13","Clothing","12","255.05","3060.6"
"2023-05-12","P175","Product_7","Beauty","11","112.39","1236.29"
"2023-05-16","P161","Product_10","Sports","3","428.76","1286.28"
"2021-03-29","P153","Product_13","Electronics","12","110.24","1322.88"
"2021-02-16","P141","Product_17","Beauty","13","278.68","3622.84"
"2022-06-15","P119","Product_7","Electronics","10","214.78","2147.8"
"2022-10-21","P100","Product_1","Beauty","4","34.3","137.2"
"2023-08-02","P127","Product_3","Home & Kitchen","7","211.95","1483.65"
"2023-01-22","P126","Product_15","Home & Kitchen","11","394.35","4337.85"
"2022-05-09","P151","Product_12","Sports","17","269.18","4576.06"
"2023-11-06","P150","Product_7","Beauty","9","159.35","1434.15"
"2023-07-02","P116","Product_13","Home & Kitchen","6","228.25","1369.5"
"2021-12-22","P195","Product_14","Beauty","16","389.39","6230.24"
"2021-07-05","P199","Product_2","Beauty","6","337.4","2024.4"
"2022-10-23","P162","Product_3","Home & Kitchen","19","64.34","1222.46"
"2022-10-18","P198","Product_12","Beauty","1","270.31","270.31"
"2023-11-04","P134","Product_18","Clothing","5","107.36","536.8"
"2021-05-10","P184","Product_7","Home & Kitchen","1","489.42","489.42"
"2023-07-10","P182","Product_17","Beauty","6","371.93","2231.58"
"2022-01-24","P171","Product_7","Sports","19","49.69","944.11"
"2023-04-28","P169","Product_12","Clothing","14","131.63","1842.82"
"2022-06-19","P105","Product_15","Beauty","3","48.28","144.84"
"2021-08-22","P153","Product_8","Beauty","16","191.35","3061.6"
"2021-03-04","P141","Product_16","Home & Kitchen","9","413.12","3718.08"
"2021-01-15","P124","Product_3","Clothing","10","42.71","427.1"
"2021-07-15","P102","Product_7","Clothing","1","91.03","91.03"
"2022-08-24","P153","Product_12","Home & Kitchen","7","141.05","987.35"
"2022-07-22","P141","Product_12","Sports","1","315.8","315.8"
"2021-02-13","P122","Product_13","Sports","10","487.59","4875.9"
"2022-08-02","P114","Product_15","Sports","18","413.14","7436.52"
"2022-06-05","P183","Product_8","Beauty","4","108.45","433.8"
"2023-03-14","P130","Product_17","Electronics","6","357.93","2147.58"
"2023-07-10","P195","Product_5","Home & Kitchen","18","282.63","5087.34"
"2023-07-10","P140","Product_17","Beauty","19","250.9","4767.1"
"2022-09-12","P150","Product_4","Clothing","14","455.11","6371.54"
"2023-04-18","P186","Product_13","Electronics","12","298.18","3578.16"
"2021-06-22","P140","Product_14","Clothing","1","77.23","77.23"
"2021-06-13","P140","Product_10","Beauty","7","90.83","635.81"
"2023-08-18","P123","Product_20","Electronics","13","461.77","6003.01"
"2023-05-11","P124","Product_12","Electronics","10","49.3","493"
"2021-10-27","P198","Product_15","Beauty","18","77.58","1396.44"
"2021-11-25","P175","Product_17","Home & Kitchen","13","330.03","4290.39"
"2022-05-17","P131","Product_18","Beauty","19","119.93","2278.67"
"2023-09-26","P148","Product_8","Beauty","7","414.79","2903.53"
"2023-05-13","P113","Product_9","Sports","16","213.84","3421.44"
"2022-09-18","P149","Product_12","Electronics","8","246.38","1971.04"
"2021-08-13","P198","Product_12","Beauty","1","73.03","73.03"
"2021-03-05","P175","Product_7","Electronics","6","23.8","142.8"
"2021-05-09","P171","Product_3","Beauty","5","382.03","1910.15"
"2021-02-20","P180","Product_12","Clothing","8","46.25","370"
"2023-09-17","P176","Product_20","Sports","14","323.68","4531.52"
"2022-07-05","P131","Product_5","Beauty","12","273.39","3280.68"
"2021-11-19","P195","Product_3","Clothing","5","264.06","1320.3"
"2022-10-02","P196","Product_9","Sports","7","156.85","1097.95"
"2023-06-05","P138","Product_7","Home & Kitchen","7","380.45","2663.15"
"2023-12-16","P101","Product_4","Beauty","9","206.3","1856.7"
"2023-10-01","P123","Product_2","Electronics","7","84.11","588.77"
"2021-06-29","P175","Product_14","Home & Kitchen","17","37.46","636.82"
"2022-10-02","P138","Product_17","Home & Kitchen","3","177.85","533.55"
"2021-11-18","P146","Product_12","Home & Kitchen","17","307.95","5235.15"
"2022-06-10","P141","Product_20","Electronics","1","117.96","117.96"
"2021-05-21","P165","Product_14","Home & Kitchen","5","373.68","1868.4"
"2021-06-10","P143","Product_6","Sports","1","63.28","63.28"
"2021-08-02","P175","Product_17","Sports","18","241.26","4342.68"
"2022-03-01","P152","Product_6","Home & Kitchen","17","272.99","4640.83"
"2022-01-02","P194","Product_9","Sports","9","412.3","3710.7"
"2023-10-19","P156","Product_1","Beauty","19","67.79","1288.01"
"2021-09-23","P123","Product_8","Electronics","17","10.82","183.94"
"2021-12-01","P144","Product_17","Home & Kitchen","11","271.52","2986.72"
"2022-08-21","P110","Product_16","Beauty","1","83.86","83.86"
"2022-11-08","P131","Product_1","Home & Kitchen","9","290.13","2611.17"
"2021-11-06","P146","Product_13","Electronics","6","26.12","156.72"
"2021-11-12","P186","Product_3","Home & Kitchen","7","250.43","1753.01"
"2021-01-18","P146","Product_18","Electronics","11","201.46","2216.06"
"2023-03-23","P125","Product_8","Clothing","14","86.56","1211.84"
"2022-03-12","P104","Product_8","Beauty","14","239.25","3349.5"
"2022-10-13","P141","Product_13","Electronics","3","243.81","731.43"
"2021-12-01","P165","Product_15","Clothing","5","43.26","216.3"
"2023-03-03","P188","Product_8","Clothing","17","341.68","5808.56"
"2021-06-08","P181","Product_6","Clothing","15","457.71","6865.65"
"2023-08-15","P112","Product_12","Home & Kitchen","2","310.59","621.18"
"2022-07-18","P147","Product_5","Home & Kitchen","8","317.32","2538.56"
"2023-09-13","P132","Product_5","Sports","12","376.72","4520.64"
"2022-06-02","P172","Product_11","Electronics","14","468.67","6561.38"
"2022-01-26","P180","Product_6","Sports","5","491.41","2457.05"
"2023-03-03","P103","Product_13","Electronics","2","251.42","502.84"
"2021-12-29","P110","Product_18","Home & Kitchen","13","473.05","6149.65"
"2023-02-14","P135","Product_12","Beauty","17","186.03","3162.51"
"2023-06-19","P117","Product_12","Sports","6","366.55","2199.3"
"2021-11-26","P156","Product_11","Beauty","2","469.03","938.06"
"2023-05-30","P135","Product_13","Clothing","9","17.95","161.55"
"2021-03-21","P137","Product_6","Beauty","2","461.07","922.14"
"2023-05-30","P109","Product_15","Electronics","1","443.67","443.67"
"2023-10-24","P168","Product_13","Clothing","1","110.69","110.69"
"2021-06-18","P109","Product_5","Home & Kitchen","3","210.76","632.28"
"2022-02-17","P176","Product_15","Home & Kitchen","11","70.23","772.53"
"2022-11-03","P117","Product_11","Electronics","17","376.12","6394.04"
"2023-09-23","P175","Product_6","Electronics","3","390.93","1172.79"
"2021-06-07","P115","Product_20","Beauty","8","441.66","3533.28"
"2021-02-28","P108","Product_2","Beauty","6","226.31","1357.86"
"2021-06-05","P168","Product_2","Electronics","14","318.73","4462.22"
"2022-05-25","P131","Product_15","Beauty","1","423.39","423.39"
"2022-05-29","P176","Product_9","Electronics","8","55.76","446.08"
"2021-06-27","P107","Product_8","Clothing","2","68.39","136.78"
"2023-08-24","P116","Product_4","Clothing","4","410.71","1642.84"
"2022-03-16","P171","Product_1","Electronics","3","226.57","679.71"
"2021-06-01","P143","Product_20","Beauty","3","403.41","1210.23"
"2022-01-09","P188","Product_16","Clothing","18","10.07","181.26"
"2022-04-16","P112","Product_16","Clothing","6","66.36","398.16"
"2023-06-06","P109","Product_8","Beauty","4","190.49","761.96"
"2021-04-11","P117","Product_8","Sports","7","204.85","1433.95"
"2021-05-31","P196","Product_20","Sports","13","418.54","5441.02"
"2022-09-01","P173","Product_5","Clothing","11","259.79","2857.69"
"2023-01-16","P122","Product_19","Clothing","15","459.8","6897"
"2021-08-20","P198","Product_7","Beauty","13","218.1","2835.3"
"2022-05-20","P144","Product_10","Home & Kitchen","10","42.81","428.1"
"2021-12-16","P117","Product_18","Home & Kitchen","6","234.4","1406.4"
"2021-07-22","P133","Product_2","Home & Kitchen","8","211.39","1691.12"
"2022-01-05","P167","Product_13","Beauty","11","279.23","3071.53"
"2021-08-03","P160","Product_2","Sports","15","323.52","4852.8"
"2021-03-03","P183","Product_18","Beauty","17","38.86","660.62"
"2023-06-05","P191","Product_17","Electronics","2","312.59","625.18"
"2021-03-26","P135","Product_15","Electronics","15","74.81","1122.15"
"2022-12-28","P131","Product_14","Home & Kitchen","10","221.59","2215.9"
"2023-01-11","P189","Product_8","Home & Kitchen","13","447.24","5814.12"
"2023-04-30","P168","Product_3","Clothing","4","75.58","302.32"
"2023-05-08","P197","Product_12","Clothing","4","112.29","449.16"
"2022-01-01","P100","Product_20","Sports","9","217.28","1955.52"
"2022-10-22","P137","Product_11","Clothing","9","39.59","356.31"
"2022-01-20","P127","Product_8","Clothing","14","150.28","2103.92"
"2021-12-04","P144","Product_20","Home & Kitchen","14","47.96","671.44"
"2023-08-27","P125","Product_7","Sports","13","243.75","3168.75"
"2021-06-01","P148","Product_18","Electronics","15","290.96","4364.4"
"2022-06-01","P163","Product_15","Beauty","17","377.15","6411.55"
"2021-09-29","P141","Product_3","Home & Kitchen","14","462.39","6473.46"
"2022-04-04","P132","Product_4","Home & Kitchen","7","224.43","1571.01"
"2021-06-08","P101","Product_2","Sports","12","317.63","3811.56"
"2022-11-29","P176","Product_6","Home & Kitchen","9","39.43","354.87"
"2022-12-02","P118","Product_18","Clothing","7","242.9","1700.3"
"2021-11-10","P133","Product_18","Home & Kitchen","15","436.3","6544.5"
"2023-10-06","P129","Product_11","Sports","15","300.22","4503.3"
"2023-01-10","P138","Product_17","Electronics","9","193.8","1744.2"
"2022-02-11","P138","Product_16","Electronics","12","53.73","644.76"
"2023-01-15","P117","Product_14","Beauty","3","254.31","762.93"
"2021-10-24","P131","Product_15","Electronics","16","460.16","7362.56"
"2022-12-05","P141","Product_5","Beauty","3","46.21","138.63"
"2023-11-06","P119","Product_3","Sports","6","270.13","1620.78"
"2021-09-06","P171","Product_10","Electronics","11","218.9","2407.9"
"2023-07-26","P111","Product_20","Sports","7","382.14","2674.98"
"2021-11-29","P113","Product_9","Electronics","6","84.06","504.36"
"2023-06-05","P163","Product_15","Beauty","6","93.89","563.34"
"2022-09-20","P143","Product_5","Sports","15","360.84","5412.6"
"2022-06-29","P178","Product_18","Beauty","3","343.18","1029.54"
"2022-10-30","P110","Product_5","Home & Kitchen","12","263.66","3163.92"
"2022-02-12","P129","Product_20","Electronics","17","12.23","207.91"
"2022-08-30","P185","Product_20","Clothing","19","429.28","8156.32"
"2021-09-17","P186","Product_11","Home & Kitchen","13","493.82","6419.66"
"2021-07-23","P137","Product_10","Sports","1","337.05","337.05"
"2023-07-16","P120","Product_18","Clothing","3","467.28","1401.84"
"2023-04-22","P105","Product_13","Beauty","1","381.33","381.33"
"2023-02-01","P135","Product_17","Home & Kitchen","17","345.24","5869.08"
"2021-06-20","P101","Product_16","Sports","5","182.12","910.6"
"2021-12-31","P103","Product_11","Electronics","5","49.03","245.15"
"2023-08-04","P110","Product_15","Clothing","4","25.76","103.04"
"2022-06-21","P139","Product_18","Clothing","6","230.78","1384.68"
"2023-11-26","P133","Product_19","Home & Kitchen","19","235.17","4468.23"
"2023-05-29","P184","Product_15","Clothing","11","199.23","2191.53"
"2022-03-06","P140","Product_6","Home & Kitchen","17","24.66","419.22"
"2021-01-12","P154","Product_15","Sports","14","107.68","1507.52"
"2022-04-20","P153","Product_14","Sports","16","76.89","1230.24"
"2022-11-24","P117","Product_19","Home & Kitchen","6","16.24","97.44"
"2021-11-25","P183","Product_4","Beauty","10","313.38","3133.8"
"2022-09-07","P185","Product_14","Electronics","14","58.48","818.72"
"2021-12-16","P178","Product_20","Electronics","2","82.71","165.42"
"2022-03-26","P188","Product_5","Clothing","12","58.57","702.84"
"2023-06-19","P167","Product_20","Electronics","3","384.69","1154.07"
"2022-05-05","P182","Product_1","Electronics","14","442.86","6200.04"
"2021-02-07","P114","Product_7","Electronics","8","68.21","545.68"
"2022-07-14","P176","Product_7","Sports","2","311.68","623.36"
"2021-02-24","P153","Product_5","Electronics","4","313.65","1254.6"
"2022-10-25","P157","Product_8","Electronics","19","147.85","2809.15"
"2021-02-09","P145","Product_18","Electronics","15","298.37","4475.55"
"2023-06-08","P138","Product_15","Beauty","9","222.31","2000.79"
"2023-08-29","P173","Product_17","Home & Kitchen","2","62.75","125.5"
"2023-05-02","P160","Product_12","Clothing","11","479.54","5274.94"
"2021-02-04","P113","Product_6","Beauty","16","342.53","5480.48"
"2021-03-16","P156","Product_8","Home & Kitchen","16","477.44","7639.04"
"2021-03-24","P188","Product_19","Home & Kitchen","10","84","840"
"2022-09-25","P154","Product_14","Home & Kitchen","14","399.14","5587.96"
"2023-08-27","P114","Product_13","Home & Kitchen","7","216.11","1512.77"
"2022-04-13","P155","Product_11","Clothing","1","465.55","465.55"
"2022-12-05","P113","Product_7","Clothing","7","346.63","2426.41"
"2022-05-31","P139","Product_17","Home & Kitchen","15","82.11","1231.65"
"2023-09-28","P157","Product_14","Home & Kitchen","7","25.91","181.37"
"2021-02-10","P133","Product_20","Beauty","2","71.55","143.1"
"2023-05-14","P121","Product_4","Beauty","15","359.22","5388.3"
"2022-08-17","P150","Product_7","Home & Kitchen","1","15.17","15.17"
"2021-06-14","P177","Product_12","Beauty","15","244.35","3665.25"
"2022-10-16","P116","Product_9","Electronics","8","281","2248"
"2022-03-01","P172","Product_19","Beauty","18","408.01","7344.18"
"2021-03-09","P152","Product_18","Sports","8","228.83","1830.64"
"2022-06-11","P124","Product_13","Beauty","2","12.69","25.38"
"2021-03-11","P117","Product_1","Clothing","6","117.2","703.2"
"2021-04-08","P120","Product_7","Home & Kitchen","6","33.3","199.8"
"2022-06-27","P166","Product_2","Home & Kitchen","7","490.67","3434.69"
"2023-10-13","P111","Product_16","Beauty","14","322.83","4519.62"
"2023-11-14","P129","Product_11","Home & Kitchen","13","10.94","142.22"
"2023-10-29","P124","Product_10","Home & Kitchen","10","28.88","288.8"
"2021-07-04","P146","Product_12","Sports","14","120.51","1687.14"
"2023-08-22","P138","Product_5","Electronics","10","391.64","3916.4"
"2023-12-08","P137","Product_14","Electronics","5","205.52","1027.6"
"2021-01-22","P158","Product_9","Home & Kitchen","6","257.63","1545.78"
"2023-09-06","P162","Product_14","Beauty","12","437.53","5250.36"
"2023-03-28","P164","Product_18","Beauty","6","446.71","2680.26"
"2023-09-07","P176","Product_6","Clothing","9","219.64","1976.76"
"2021-06-02","P105","Product_6","Sports","9","382.48","3442.32"
"2023-06-09","P143","Product_14","Sports","3","124.75","374.25"
"2023-04-20","P135","Product_20","Electronics","15","95.84","1437.6"
"2021-02-23","P137","Product_2","Electronics","2","488.38","976.76"
"2021-11-26","P155","Product_15","Home & Kitchen","14","322.72","4518.08"
"2023-07-09","P190","Product_8","Home & Kitchen","2","332.07","664.14"
"2023-06-22","P171","Product_10","Beauty","8","440.14","3521.12"
"2022-10-02","P163","Product_20","Beauty","13","23.25","302.25"
"2022-03-11","P175","Product_10","Home & Kitchen","10","150.09","1500.9"
"2021-06-06","P102","Product_5","Beauty","15","362.39","5435.85"
"2021-06-18","P136","Product_7","Beauty","13","232.77","3026.01"
"2021-10-08","P154","Product_4","Home & Kitchen","17","472.01","8024.17"
"2021-07-08","P102","Product_13","Electronics","4","230.78","923.12"
"2021-08-30","P124","Product_7","Clothing","3","72.25","216.75"
"2023-05-12","P192","Product_3","Clothing","2","454.58","909.16"
"2022-01-07","P188","Product_14","Clothing","18","12.51","225.18"
"2021-12-26","P110","Product_9","Clothing","12","381.79","4581.48"
"2023-01-21","P130","Product_8","Electronics","17","14.09","239.53"
"2023-07-29","P136","Product_10","Home & Kitchen","10","236.98","2369.8"
"2022-02-08","P182","Product_18","Electronics","17","110.72","1882.24"
"2022-09-14","P164","Product_20","Home & Kitchen","4","476.31","1905.24"
"2021-11-14","P183","Product_17","Sports","10","204.4","2044"
"2021-03-21","P128","Product_13","Home & Kitchen","16","25.17","402.72"
"2023-03-22","P102","Product_6","Beauty","2","390.63","781.26"
"2023-04-04","P153","Product_1","Clothing","5","165.13","825.65"
"2023-01-29","P110","Product_16","Clothing","13","323.33","4203.29"
"2021-04-27","P175","Product_17","Home & Kitchen","13","208.56","2711.28"
"2021-12-21","P167","Product_19","Clothing","3","224.87","674.61"
"2021-07-22","P128","Product_14","Clothing","15","139.26","2088.9"
"2022-09-04","P110","Product_3","Beauty","19","396.28","7529.32"
"2023-12-10","P133","Product_15","Clothing","3","237.22","711.66"
"2023-10-22","P185","Product_6","Clothing","4","29.41","117.64"
"2022-12-13","P112","Product_18","Electronics","1","472.94","472.94"
"2021-04-14","P174","Product_17","Clothing","17","253.49","4309.33"
